2022-01-08 11:19:08,@hema_samala Great,0,0,"Hayathnagar, India",Vvenuchary1,6
2022-01-08 11:19:11,Join me in my Space! https://t.co/uIcYwNyeRF,0,1,"North-west Frontier, Pakistan",SyedHas32188071,3
2022-01-08 11:19:12,10 March result https://t.co/DyK3HBOEn3,0,246,"New Delhi, India",mdtaukir001,1098
2022-01-08 11:19:14,"Just posted a photo @ Salt Lake City, West Bengal, India https://t.co/zzdn43uCoe",0,2,"Bidhan Nagar, India",qari_raihan,47
2022-01-08 11:19:17,@DrArchanaINC @KaushikPankaj17 All the best ❣️,0,2324,"New Delhi, India",prat59,86783
2022-01-08 11:19:19,"Just posted a photo @ Ghaziabad, India https://t.co/8s9lhsXmgO",0,4,"Ghaziabad, India",AkhilTyagi4619,2
2022-01-08 11:19:20,@MehulMaroo @RubikaLiyaquat Good very very good,0,7,"मध्य प्रदेश, भारत",Ratamalviyar,33
2022-01-08 11:19:21,@Sonaam1234 Stooooppppp it,0,603,"Bengaluru South, India",anmol0591,3497
2022-01-08 11:19:21,"@realsehajpal 
YOU ARE THE ONE❤️
#PratikSehajpal 
#DeservingWinnerPratik",0,0,"Kolkata, India",Sadia_ps_fam,3
2022-01-08 11:19:22,@thomasringthigh Look through everyone of em,0,26,Nepal,IvanRai19,991
2022-01-08 11:19:26,Just posted a photo @ A2Z Travels https://t.co/S4En7f0nnJ,0,124,"Lucknow, India",a2ztravells,3010
2022-01-08 11:19:30,"Don't leave your stand on the basis of an event occurred, whether you like it or not.",0,285,"Patiala, India",DanielMehariAl1,4578
2022-01-08 11:19:31,Victory against one of the best Indian team https://t.co/wW2tK8HCq7,0,2,"Hoshiarpur, India",TheSurvivors_1,24
2022-01-08 11:19:34,@SubikshaOffl Hello👋🙋‍♂️ Hey 👋Subiksha Baby✌. Nice👏😊👍 Smiling😸😎 Picture🖼️ Posts🐤❤🎥. Babes🏖,0,0,"Mylapore Tiruvallike, India",SriramR36648685,734
2022-01-08 11:19:38,Ooohhh...ultimate,0,339,"New Delhi, India",sharmaleena,7506
2022-01-08 11:19:38,@dibang Oh that's aligned well with PM campaign agenda.,0,31,"Mumbai, India",EsakiSuresh,2108
2022-01-08 11:19:38,There is more Sheen in my newsfeed than on streets of Srinagar,0,11504,"New Delhi, India",doctorsaheba,14426
2022-01-08 11:19:40,@sonalisharmma Wow cute baby 💕,0,1,"Proddatur, India",Chandra25608417,73
2022-01-08 11:19:41,RIP in Advance,0,344,Nepal,pranil_pradhan2,735
2022-01-08 11:19:42,@Blackdrug_ @curiosweetie Sink Kitna uncha hai . I have a veg wash near the cooking range and utensils go in the utility.,0,537,"Rajendra Nagar, India",Amigos_Guitar,12024
2022-01-08 11:19:44,@Rocking_Nainaa Yes I am,0,10,"Ajmer, India",RLP03696769,4
