2022-01-31 12:53:48,"@MdSalim72507320 @dintya15 Ration Card me Account Number Link
https://t.co/HOqXxGrOjE",0,6,"Jharkhand, India",akhelppoint,217
2022-01-31 12:53:54,"Cold Evenings and standing on Road sides watching world with blurred eyes 👁️ 
#NFTCommunity #nftart #NFTartist #nftphotography",0,119,Punjab University (College of Art & Design),TalhaQureshi125,293
2022-01-31 12:53:57,@Maheswar_2003 @AttiliRohith woahhhhhh,0,33,"Vishakhapatnam, India",2423Dhanush,340
2022-01-31 12:53:58,@teamviewerlord Super bratty drain,0,342,"Navi Mumbai, India",geogin18,80585
2022-01-31 12:54:03,"#RRRonMarch25th, 2022... FINALISED! 🔥🌊 #RRRMovie 

@tarak9999 @RRRMovie #RRR https://t.co/8hqJ5FcF3I",0,790,"Hayathnagar, India",NTRandKohliFan,78171
2022-01-31 12:54:04,@MudMalik_ @ICT_Police @isbmarathon God bless you for your effort and honesty.,0,1028,"Punjab, Pakistan",Faryalhaque,5373
2022-01-31 12:54:06,Feeding myself with a very late lunch at Alfajr Qasimabad. Shukr Alhamdolillah https://t.co/ePjN9FFPX8,0,11325,Qasimabad Hyderabad,sheikhufon,46808
2022-01-31 12:54:08,"@jkssbofficial 
Something to analyze...🙏 https://t.co/mmMBEZCeMF",0,133,"Shopian, Jammu & Kashmir",rayeesauyoob,1588
2022-01-31 12:54:10,"You don't find happiness,you create it. https://t.co/KLYu6iDPOp",0,40,Nepal,yasho_7,576
2022-01-31 12:54:13,"Finally Justice has been
served..... Former OC Pradip, Liakat Ali sentenced to death over Major Sinha murder https://t.co/zMzdP0YEOQ",0,17839,"Dhaka, Bangladesh",mahjabeenkhaled,4745
2022-01-31 12:54:18,"@jais_chauhan @CutyChauhan @hemarajactress Happy Birthday, Cuty",0,40,"Mathura, India",SushilPathak76,11
2022-01-31 12:54:20,@Nanichinnii send your contact number in my in box bro,0,71,"Bhimavaram, India",RAVIMANIKANTH,502
2022-01-31 12:54:20,"The revenge from NuNewNat 😅😂
Cutie Pie Series
#TrailerCutiePie https://t.co/amJ4nRwwX1",0,137,Thailand,euphoria_zeenew,1698
2022-01-31 12:54:22,@Sportskeeda Where is the Tundae in it ?,0,739,"Kolkata, India",the_Bong_one,8496
2022-01-31 12:54:23,@TarakFrreak Adolescence of age,0,518,"Vijayawada, India",sv4ntr,21126
2022-01-31 12:54:24,@teamviewerlord Wonder amazing,0,342,"Navi Mumbai, India",geogin18,80588
2022-01-31 12:54:25,"https://t.co/SLzpMzz2Zr
Eldrow 6    4/5
✅✅⬛✅✅
https://t.co/p0kbhp6Aa3
@eldrowwordle",0,21,"Hyderabad, India",annoythemost,299
2022-01-31 12:54:25,@teamviewerlord Wonderful amazing,0,342,"Navi Mumbai, India",geogin18,80589
2022-01-31 12:54:27,@authorjaycilee @oyeprincessjjay Congratulations,0,190,"Faridabad, India",dr_Suresh557,756
2022-01-31 12:54:29,@Nattashasharrma Right eak dam,0,54,"Hajipur, India",sachinrajput_88,323
2022-01-31 12:54:29,"Greater job 

@maha39971825 @Mahalax80981567 @Kavitha04778245",0,7,"Sholinganallur, India",shibkap1212,556
2022-01-31 12:54:33,Get Ready Kanyakumari Thala Fans Blast The Celebrations!🎊👍,0,8123,"Nagercoil, India",Vishaak_Offcl,131863
2022-01-31 12:54:34,@ManiSek32574261 @DrSenthil_MDRD BJP goondas party. BJP rss not good for India.,0,79,"Sholinganallur, India",DVijaya87072552,912
2022-01-31 12:54:36,@SanksP Ukraine crisis is a self inflicted wound by NATO. This analyst is too biased to take a nuanced stand on any issue.,0,431,"Bengaluru South, India",vaibhav330,10728
2022-01-31 12:54:38,Caught on camera: Meteor fireball lights up Karachi sky https://t.co/vLdUa7Dvz8 via @arynewsofficial,0,918,"Sindh, Pakistan",DrJunaidMAlam,81729
2022-01-31 12:54:39,@teamviewerlord Fabulous drains and wonderful,0,342,"Navi Mumbai, India",geogin18,80590
2022-01-31 12:54:39,@teamviewerlord Super world,0,342,"Navi Mumbai, India",geogin18,80591
2022-01-31 12:54:40,"He Is a Star Pure Pan Indian Star...@alluarjun
🔥🔥🔥
#PushpaHindiHitsHistoric100Cr https://t.co/84DxrwFZbE",0,1151,"Adilabad, India",Naveen48336812,18441
2022-01-31 12:54:41,"@HDFCBank_Cares I had a regalia first and now I have been given a millenia.
Is it an upgrade or a degrade?",0,191,"Kalyan Dombivali, India",nilesh_shetty,2389
2022-01-31 12:54:45,"@jais_chauhan @CutyChauhan @hemarajactress @brijwood1982 Happy Birthday, Cuty",0,40,"Mathura, India",SushilPathak76,12
2022-01-31 12:54:46,@TNNavbharat @khyati_pandya Undeserving,0,133,"Anekal Bangaluru, India",GeetaGowda9,10797
2022-01-31 12:54:46,"Thanks Assistant sub inspector sab for such a beautiful gift Airport security force 🥰🖤
#AsF 
#PakArmy_OurPride 🖤 https://t.co/phanNOtJLp",0,5,"Islamabad, Pakistan",tariqshareef497,16
2022-01-31 12:54:47,"Once a credit always a carrot 🥕 
#Hilarious #PMModi",0,25,"Bhiwandi, India",iamnkhn49,203
2022-01-31 12:54:55,"Karan Johar when he sees a star kid with 0 acting skills
#SharkTankIndiamemes #SharkTankIndia https://t.co/uFIgFHGYiN",0,1159,"Bengaluru, India",asardaar__,1306
2022-01-31 12:54:56,@SHOLAJPATNAGAR Detain madrasis and without Mask people and Virender Singh x serviceman Sandeep Singh rajput from LajpatNagar3 neighborhood,0,571,"New Delhi, India",PranavA56968314,29940
2022-01-31 12:54:58,Trying in vain to play the piano. https://t.co/LLUgtvMSq8,0,0,"Dhaka, Bangladesh",MahmudulShoukh,50
2022-01-31 12:55:04,@Profdilipmandal @DrSharmila15 @arivalayam @PWilsonDMK As expected,0,79,"Sholinganallur, India",DVijaya87072552,913
2022-01-31 12:55:06,@NFTalphaa https://t.co/tcgwJDw5rt title : agony,0,1925,"Noida, India",abhroernesto,6862
2022-01-31 12:55:06,@teamviewerlord Findom wonder game,0,342,"Navi Mumbai, India",geogin18,80592
2022-01-31 12:55:09,Smort,0,226,"Mumbai, India",SriramSahu1996,36667
2022-01-31 12:55:21,@teamviewerlord Experts,0,342,"Navi Mumbai, India",geogin18,80593
2022-01-31 12:55:23,Read my thoughts on YourQuote app at https://t.co/kovusYd58l https://t.co/oLpzUdWvuq,0,156,"Kolkata, India",SujitDe48009103,1457
2022-01-31 12:55:23,"Big one in small size 😎❤️
3cm mini portrait on @Suriya_offl anna 🐱
#drawing https://t.co/zhrEILCxQh",0,657,"Kozhikode, India",artomanic,377
2022-01-31 12:55:29,"Tomorrow fever vaccination @ पनवेल,नवी-मुंबई https://t.co/i8uMMIK6Vp",0,17,"Panvel, India",Sunny8898880010,87
2022-01-31 12:55:29,Ready for club fest?? @ Rao's Educational Institutions- Nellore https://t.co/E80mPKWlwe,0,65,"Nellore, India",Raosinstitution,492
2022-01-31 12:55:30,"#RRRonMarch25th 
Get ready to war💥💥💥💥💥💥💥💥💥💥💥💥 https://t.co/nZnbF7RmYA",0,38,"Cuddapah, India",SUBHANCHARAN,1276
2022-01-31 12:55:35,"Final Date!!! No More Delays!!! 
#RRRMovie Releasing on 25th March

#RRRMovieOnMarch25
 https://t.co/qmiEgSKuOj",0,718,"Tirupati, India",NVRCinemas,700
2022-01-31 12:55:35,"@ahaidergilani86 He didn't show up in the last session in which givt passed the bill with one vote, what kind of principle was that...",0,332,"North-west Frontier, Pakistan",AzmRehmanAajTV,2210
2022-01-31 12:55:38,Oh yeah habibi😂😂💕💕💕,0,184,"Punjab, Pakistan",SalmanKami,6015
2022-01-31 12:55:43,"OMFG!!!!!! Daddy &amp; Baby 🔥🔥
Cutie Pie Series
#TrailerCutiePie https://t.co/vwkS6STc08",0,137,Thailand,euphoria_zeenew,1701
2022-01-31 12:55:45,A sign from God.....,0,1162,"Haveli, India",neelufisherman,24055
2022-01-31 12:55:50,@im_Riya08 I Fuck you 🤪🤪,0,9,"Chhindwara, India",ankuu_as,17
2022-01-31 12:55:51,@DcpCrime Detain madrasis and without Mask people and Virender Singh x serviceman Sandeep Singh rajput from LajpatNagar3 neighborhood,0,571,"New Delhi, India",PranavA56968314,29941
2022-01-31 12:55:56,"@adithyaVmovies James Undi Sir, KA Lo Next Week Koncham Mundu Vaste Better Amo Think It Sir",0,1530,"Rajendra Nagar, India",Nithin_Mudunuri,23960
2022-01-31 12:56:04,@zkii25 @LiveChic9 @babarazam258 Without Rizwan ..He is nothing,0,385,"Rajasthan, India",namansharma1819,4243
2022-01-31 12:56:15,@teamviewerlord Lovely bratty drain,0,342,"Navi Mumbai, India",geogin18,80599
2022-01-31 12:56:20,@OlaElectric @OlaScooter PR means?,0,3,"Bengaluru, India",SreeramNaik9,181
2022-01-31 12:56:21,"@Bhartiya_Kopite What is this logo 
Ffs Paid crores probably and finalized this😭😭😭",0,288,"Mumbai, India",TheSoulSpartan,18473
2022-01-31 12:56:22,"Will you watch #VeeramaeVaagaiSoodum 
#vishal @VishalKOfficial",0,14,"Tamil Nadu, India",Rishwan07167700,278
2022-01-31 12:56:25,"Photography 😍 

  #iamgovindrajput_ #iamgovindrajput #patna #bihar #atalpath #photography @ Patna, India https://t.co/tNxMBfFVHY",0,0,"Patna, India",iamgovindrajput,9
2022-01-31 12:56:27,"Just posted a photo @ Vijayanagar, India https://t.co/0DeYSq2caL",0,0,"Bengaluru, India",BongcloudClub,46
2022-01-31 12:56:28,"Ye naya SOUL hai🥳🥳✌️🚀🚀 chicken dinner hat-trick
#ThugInvitational2022",0,31,"Indore, India",Vardhan_dagor,148
2022-01-31 12:56:28,@HariniSridhar3 Even I was surprised. Did a lot of P&amp;C and took a shot😅 it was right 🍻 https://t.co/ygKF1pHDh6,0,53,"Mysore, India",Karthikk045,285
2022-01-31 12:56:36,Power of education!,0,135,"Peshawar, Pakistan",Srjudin,615
2022-01-31 12:56:38,@gauravbh Yes you are 💯 right sir. Jay Shree Krishna,0,94,"Rajasthan, India",ChandYad10,2499
2022-01-31 12:56:43,Join me in my Space! https://t.co/bFBTpP13sU,0,21,"Marmagao, India",Pradeep27446053,35
2022-01-31 12:56:45,"@KeshariPunam Beautiful 
Jai shree Ram",0,0,"New Delhi, India",KRISHNAELECTR19,11
2022-01-31 12:56:46,@teamviewerlord Findom dreams,0,342,"Navi Mumbai, India",geogin18,80605
2022-01-31 12:56:46,No one can perfect . stop thinking what things you do.,0,100,"Puri, India",Dhanaja88672312,1161
2022-01-31 12:56:47,beach town in 2020.,0,1028,"Rajshahi, Bangladesh",MDMITONISLAM1,27255
2022-01-31 12:56:50,New sabool studio antique small jhumki earrings | https://t.co/hLog1x1Alm,0,88,"Multan, Pakistan",Khan74075079,4621
2022-01-31 12:56:51,14 years💪💪,0,1451,"Saidapet, India",vijaykalai9984,70909
2022-01-31 12:56:55,@eternallyamused @HowIWunder @Thapa4INC The Rationale of irrationality,0,2362,"Amritsar, India",ParaRjs,346109
2022-01-31 12:57:00,"Final Date!!! No More Delays!!! 
#RRRMovie Releasing on 25th March https://t.co/qmiEgSslAb

#RRRonMarch25th",0,718,"Tirupati, India",NVRCinemas,703
2022-01-31 12:57:01,"#MS Regular Table Top Scale-4V
https://t.co/uGYgcWYXQY
#For Inquiry Contact:+91 9328511234 @ TAJ Instruments https://t.co/UA04XwRwzh",0,41,"Rajkot, India",tajinstruments,517
2022-01-31 12:57:05,@teamviewerlord Findom dreaming,0,342,"Navi Mumbai, India",geogin18,80606
2022-01-31 12:57:05,@teamviewerlord Findom wonderful,0,342,"Navi Mumbai, India",geogin18,80607
2022-01-31 12:57:08,@PiCoreTeam wait wait and wait  plz.   Coin price and final date  Twitt. Fast.,0,32,"Bhiwandi, India",brmmali36,1374
2022-01-31 12:57:09,"Just posted a photo @ Mumbai, Maharashtra https://t.co/riix6ZqExT",0,18,"Mumbai, India",FabulousHibu,457
2022-01-31 12:57:11,Just posted a photo @ Muddebihal https://t.co/BHxEvAOkyd,0,886,"Muddebihal, India",drsbalaji108,5663
2022-01-31 12:57:12,"https://t.co/EDBP4n0yqv
Girls power who ignore it.",0,245,Afghanistan,BasitAmarkhil,1443
2022-01-31 12:57:14,pack of 100 dry sheet mask paper+ 50 eye dry sheet mask free/ for men and women/best for parlor and saloon | https://t.co/XtKA4xNjJ0,0,88,"Multan, Pakistan",Khan74075079,4622
2022-01-31 12:57:17,"Wooden krishna 18"" Inches @ananth_carvings +919600989271
Call or WhatsApp https://t.co/GQzbiQ9XtX",0,0,"Tamil Nadu, India",ananth_carvings,1
2022-01-31 12:57:19,@Thalapa97073509 @actorvijay November 😻,0,2684,"Madurai South, India",MADHESVJ1,33703
2022-01-31 12:57:21,@pinku232323 @kajal1062 Good,0,24,"मुंबई, भारत",OYadavakela,502
2022-01-31 12:57:22,@Deckle_Edge @DracheTech11 Congratulations Sammya,0,10358,"Mumbai, India",ompsyram,20356
2022-01-31 12:57:23,Why you should enroll in a student club? @ Rao's Educational Institutions- Nellore https://t.co/ZWqjprBlAJ,0,65,"Nellore, India",Raosinstitution,493
2022-01-31 12:57:24,@Priyal2soni That Soap 🧼 one was epic..🤣🤣,0,52,"Bengaluru South, India",imyasharora,551
2022-01-31 12:57:24,Just posted a photo @ Reminisce cafe https://t.co/o5FDuUPrmL,0,1,"Haveli, India",ReminisceCafe,16
2022-01-31 12:57:24,#BheemlaNayak 25th February or 1st April ✅,0,7551,"Kakinada, India",gopal_karneedi,12100
2022-01-31 12:57:25,pack of 3 brida fancy adjustable mirror afghan  ring for girls and women | https://t.co/qdVCxvPc8f,0,88,"Multan, Pakistan",Khan74075079,4623
2022-01-31 12:57:25,"Toll Free Number 18003090830
Call Us And Book Your Appointment 
https://t.co/kz3KsCGSpl https://t.co/Jm5Ld5jhMs",0,34,"Bengaluru South, India",Emeralddental2,576
2022-01-31 12:57:27,@HomeStart_CL So true 😂,0,28,"Bharuch, India",kidsbarony,284
2022-01-31 12:57:27,@teamviewerlord Findom lovely,0,342,"Navi Mumbai, India",geogin18,80608
2022-01-31 12:57:27,@Tiny_Dhillon Jai Hind,0,512,"Bihar Sharif, India",DR_DHIRENDRA_NS,80979
2022-01-31 12:57:31,"New look picture 🙂
#Wow So  King Veer
My home first picture 
#RanaSab Princess https://t.co/F2CZsSnnPI",0,55,"Bahawalnagar, Pakistan",RRajput357,11
2022-01-31 12:57:32,"@buffed_chipmunk Disappointed with Twitter or disappointed with mankind ?!! Y leave, just change handle name and enjoy incognito",0,918,"Sindh, Pakistan",DrJunaidMAlam,81731
2022-01-31 12:57:32,@Song4you__ Same,0,942,"Hayathnagar, India",prasanth_ro45,18507
2022-01-31 12:57:34,"Kavin Anna happy 🕺🕺🎉🎉 warning 
@Kavin_m_0431 
#Kavin #AkashVaani",0,291,"Chennai, India",Tamilse48389225,21218
2022-01-31 12:57:37,"With pain or pleasure everything has to pass; no one can fail, this existence is so vast. 🙏♥️🕊️ https://t.co/tOadaopRIE",0,6,"Sindh, Pakistan",JavedSo87306349,83
2022-01-31 12:57:40,@sasticharss Let me live in denial😰,0,792,Sri Lanka,hikkamazin,505
2022-01-31 12:57:43,2 antique fancy mirror afghani ring | https://t.co/krBRdWyB1J,0,88,"Multan, Pakistan",Khan74075079,4625
2022-01-31 12:57:44,@naval Wrote this in my notebook 3 yrs ago :) https://t.co/M19akNsy2i,0,72,"Mumbai, India",bhatnitesh,807
2022-01-31 12:57:48,@therileymitchel Check your inbox for messages Send,0,27,"Rajasthan, India",GreatPr60763036,707
2022-01-31 12:57:51,@sudhakarjmi Congratulations for #5k,0,8249,"Bokaro Steel City, India",BokaroKhan,39727
2022-01-31 12:57:52,@ankushtweets Thanks 💕,0,53,"Kolkata, India",Appeksha99,800
2022-01-31 12:58:00,@therileymitchel @EmittMore Check your inbox for messages Send,0,27,"Rajasthan, India",GreatPr60763036,710
2022-01-31 12:58:00,@AirdropKart Good,0,1,"Tando Muhammad Khan, Pakistan",Syedzad1255,69
2022-01-31 12:58:01,Pray for jimin 🤲🏻🥺🥺 https://t.co/CX8atCXK7o,0,1,"Dacca, Bangladesh",MeherinAfroz,18
2022-01-31 12:58:03,@SexCounseling Sorry for your loss Doc. and thanks God you are fine again.,0,978,"Punjab, Pakistan",mj__raza,31666
2022-01-31 12:58:03,Support to our #TruckersForFreedom2022 #CanadaHasFallen https://t.co/DUv0CSY953,0,1197,"Bulandshahr, India",impawasmishra,4798
2022-01-31 12:58:03,"@rishivjk Sorry sir, aur reality check dede 🥺",0,792,Sri Lanka,hikkamazin,506
2022-01-31 12:58:04,Flipper Award Goes 🌚,0,495,"Mumbai, India",HELLA_SIM,10228
2022-01-31 12:58:05,"Moon knight 🌛🌙
. 
. 
#NightPhotography #NFTCommunity #NFTMalayali #photography #moon #NFTs https://t.co/9AD2RFAkNR",0,26,Vatakara,rajeev_sanath,11
2022-01-31 12:58:05,@rohitt_gond Thanks,0,53,"Kolkata, India",Appeksha99,801
2022-01-31 12:58:05,@JoelOsteen Very true. Thanks Pastor for sharing blessed &amp; powerful Word.,0,3666,"New Delhi, India",avinashforjesus,101949
2022-01-31 12:58:06,"Follow kottandi, bunny fans, follow back avthanu ❤️🥰
@alluarjun 
#PushpaHindiHitsHistoric100Cr",0,2056,"Puttaparthi, India",Bunny_Surya143,33747
2022-01-31 12:58:06,@therileymitchel @EmittMore @Gay @Pride Check your inbox for messages Send,0,27,"Rajasthan, India",GreatPr60763036,711
2022-01-31 12:58:07,Style 2020 treandy stylish earrings | https://t.co/baUwQdgFbF,0,88,"Multan, Pakistan",Khan74075079,4628
2022-01-31 12:58:07,"Children of Banjara community should get free education.

@yogimahendran13
@ECISVEEP
@ceoup
 Banjara_Boycott_up_election
#BanjaraRights",0,54,"Tumkur, India",NareshK41862293,72
2022-01-31 12:58:07,"If you know, you know..",0,101,"Punjab, Pakistan",Fareedabid7,442
2022-01-31 12:58:09,@teamviewerlord Bratty drains,0,342,"Navi Mumbai, India",geogin18,80612
2022-01-31 12:58:09,@teamviewerlord Bratty dreams,0,342,"Navi Mumbai, India",geogin18,80612
2022-01-31 12:58:11,@narendramodi @antoniocostapm Congratulations ji💐💐,0,87,"New Delhi, India",surenderp943,16218
2022-01-31 12:58:12,God of today's world ..❣️❣️ https://t.co/Ungq8lPjrb,0,13,"Kota, India",SonamSi58422120,169
2022-01-31 12:58:14,@philosophytweet It's not a great ness to use machinary than earn money to buy these are all,0,3,"Andhra Pradesh, India",Dudekul74547517,22
2022-01-31 12:58:15,@reem4you @ColorsTV Congratulations my princess Reem❤️aaj main exited hun tumhara new look dekhane keliye 🤗 all the best 🥰,0,1,"Baleshwar, India",Sehreemjyotirm1,12
2022-01-31 12:58:17,New fashion treandy antique silver earrings for fashionable women and girls | https://t.co/KYjdSyjmln,0,88,"Multan, Pakistan",Khan74075079,4629
2022-01-31 12:58:19,@yusrak420 @mulanacoke @Bhuut_ Hain?!!,0,918,"Sindh, Pakistan",DrJunaidMAlam,81732
2022-01-31 12:58:20,@therileymitchel @Just4Funn00 Check your inbox for messages Send,0,27,"Rajasthan, India",GreatPr60763036,713
2022-01-31 12:58:26,@beardochef1986 @Yadhukr78268258 𝓒𝓸𝓸𝓵 𝓶𝔂 𝓫𝓸𝔂...,0,3716,"Bardes, India",sabinsamjohn,228
2022-01-31 12:58:26,@therileymitchel @JasonBr72307833 Check your inbox for messages Send,0,27,"Rajasthan, India",GreatPr60763036,714
2022-01-31 12:58:27,@teamviewerlord Findomaus amazing,0,342,"Navi Mumbai, India",geogin18,80616
2022-01-31 12:58:31,DEC 1st aythy better 🥱,0,378,"Hayathnagar, India",BRC_999,4177
2022-01-31 12:58:31,Emanna Guess Aa Anna @pkcult_45 🤣,0,505,"Anantapur, India",ursPhatanJaveed,26042
2022-01-31 12:58:34,"Waiting for #RRR movie since 4 years. Hope this date movie got release .......

#RRRmovie https://t.co/Kcq7yS0z57",0,80,"Madanapalle, India",anil_114912,3256
2022-01-31 12:58:35,@therileymitchel @xrated_Deeoops Check your inbox for messages Send me your,0,27,"Rajasthan, India",GreatPr60763036,715
2022-01-31 12:58:36,What 😵😵😵,0,1364,"Silchar, India",iamadwoy,57854
2022-01-31 12:58:36,"@AoftionDMD What are they doing?!? 😏😒
Cutie Pie Series
#TrailerCutiePie",0,137,Thailand,euphoria_zeenew,1706
2022-01-31 12:58:37,Just posted a photo @ Vishwa CARE https://t.co/HPdNkqj5HH,0,275,"Mumbai, India",DrJaina,1363
2022-01-31 12:58:40,@Mandaroak78 Sir kindly send messages on Sevakart Customer service number 7483260311.,0,312,"Belgaum, India",govind98842401,1468
2022-01-31 12:58:41,@therileymitchel @amethyst4200 Check your inbox for messages Send,0,27,"Rajasthan, India",GreatPr60763036,716
2022-01-31 12:58:42,"All Banjara villages should be declared as revenue villages.

@yogimahendran13
@ECISVEEP
@ceoup

#BanjaraRights",0,54,"Tumkur, India",NareshK41862293,73
2022-01-31 12:58:43,new trending earring for trendy women and girls | https://t.co/CrvSNJi87r,0,88,"Multan, Pakistan",Khan74075079,4632
2022-01-31 12:58:45,@RedTapeindia will you please respond guys?,0,46,"New Delhi, India",x_iamwhatiam_x,2558
2022-01-31 12:58:46,"Good project
@Rakibvlogs 
@ruybalanya 
@phassaphol",0,2,"Chittagong, Bangladesh",Ruvyakter2022,587
